"age_cat","pregame_skill","skill_grade","alignment","mining_output","rare_gems","common_gems","easy_attempts","hard_attempts","epic_attempts","trivia_score","time_combat","time_overworld","time_space","time_played","combat_rating","play_style","device_os","device_age","spender","money_spent","demo_x1","demo_x2","demo_x3","demo_x4","demo_x5"
"20-29",111.188849183795,"C",0.604218061413147,5.90017729321789,3,70,2,70,14,16,19.39,18.07,7.19,86.76,3087.47577759692,"Fire","Apple",0,1,5,0.468899747589603,0.0630160074215382,0.0404633151771256,0.534554029917756,2.21821792377471
"70+",95.3518538611464,"D",0.962551801840598,1.2716753389554,5,64,7,26,9,11,31.14,30.38,23.98,103.25,2955.05503554607,"Water","Apple",0,0,0,0.201861790847033,0.506311060162261,0.227187872063599,-1.48846241814156,1.57150656075889
"30-39",101.238694180977,"C",0.0948914108667423,7.12969989296301,4,57,4,23,3,11,28.46,60.36,18.8,145.56,2432.62654222936,"Grass","Apple",0,1,4.97,0.0538823984097689,0.168012975249439,2.32645883157825,1.15203066773347,2.72715222099209
"40-49",84.3973573961467,"E",0.54347728970573,7.58884639416001,3,60,5,55,13,9,20.71,2.94,29.43,103.03,1558.00173496493,"Grass","Android",1,0,0,0.335777976317331,0.0708853488322347,0.882274738517972,0.619886092728512,2.7547046601706
"30-39",108.545678664712,"C",0.751054850239728,7.79031630795716,3,56,0,73,25,12,2.07,9.24,48.75,92.81,792.560581037077,"Psychic","Apple",0,0,0,0.805724829202518,0.794214450987056,0.421629482466473,-0.916454286302575,1.92678794479561
"30-39",108.149764348946,"C",0.969893862399004,2.63336309596823,4,67,0,31,11,14,10.92,21.15,42.96,145.84,2800.82688493577,"Psychic","Apple",0,1,8.22,0.89439163939096,0.329957731068134,-0.131444086647526,0.76208837184902,2.47884809766576
"30-39",85.4683909585133,"D",0.678322677476757,1.49263029232298,3,75,2,33,12,14,18.03,32.09,24.29,86.49,2576.03758390377,"Grass","Microsoft",0,1,10.51,0.307873336598277,0.727949848165736,-0.0523298039753106,0.646134694715464,1.6242453530664
"70+",126.136332447641,"B",0.761019229003797,3.6825640213029,3,74,3,2,1,10,10.03,30.56,30.32,130.39,2689.144771152,"Water","Android",5,0,0,0.592074654996395,0.635379732353613,-1.64885694968167,0.396852896386369,1.81665516014269
"13-19",88.8178119689059,"D",0.507156454917217,7.87723456162107,4,62,0,1,9,10,5.18,90.67,42.33,275.33,1188.36770525216,"Psychic","Android",2,0,0,0.449796752771363,0.515528892632574,-0.0843392790348753,0.684728809412744,2.67186656110007
"60-69",86.2888408366914,"D",0.789414554683147,5.06084541417965,0,69,4,18,16,18,0.13,41.09,38.32,121.64,-303.518872623464,"Psychic","Apple",0,1,0.15,0.52924402593635,0.50380555074662,0.679240727942798,0.0842694906098455,1.95924732053241
"40-49",104.975423865999,"C",0.40414751923417,10.5171352525841,3,75,5,26,10,12,3.84,57.88,50.25,131.96,889.513220880786,"Psychic","Apple",0,1,2.51,0.985995756462216,0.98430248699151,2.1309044785521,-0.236405234964409,3.32828905246644
"13-19",109.065553207096,"C",0.210732571427188,7.37581162492883,4,60,4,14,6,12,2.8,99.38,7.19,152.85,1315.61017412725,"Fire","Apple",1,1,1.38,0.95746351708658,0.880719302222133,0.536150474820799,0.160303543147266,1.83172797276815
"60-69",118.941982005323,"B",0.911613033073334,1.52151601691645,4,75,1,57,4,15,0.76,74.33,26.46,155.04,906.671144538339,"Water","Android",0,0,0,0.275462722638622,0.0901416735723615,-1.32842281979,-0.90058341338145,2.70660053553512
"50-59",97.8644969929869,"D",0.782663285618718,6.09600568036707,4,77,13,68,6,12,10.05,23.98,68.99,118.14,3122.50798318288,"Ghost","Apple",0,1,16.73,0.0131822470575571,0.218591834884137,1.61337484045117,1.63482420841193,3.80064788600412
"20-29",108.467227272101,"C",0.920372069896331,8.81941627009241,5,65,0,84,12,15,10.28,90.26,20.14,171.78,2840.8331491327,"Fire","Android",0,0,0,0.230097647756338,0.269203477306291,-0.372887187269507,0.120146408194272,2.45692252736373
"40-49",101.307589250646,"C",0.378337056583699,5.75158948780281,5,64,10,60,10,15,8.23,64.82,30.36,110.34,2323.68120858225,"Water","Apple",0,1,3.67,0.611410791054368,0.99588816636242,1.29845623727816,2.50777749271817,3.56213456080141
"70+",104.029041536179,"C",0.887231723386759,5.22946225688266,3,64,0,207,11,15,5.96,35.02,28.12,116.5,1464.01310702435,"Water","Apple",0,1,0.11,0.846540301572531,0.887286356650293,2.81549075815798,0.0643157450507471,1.16136254251126
"13-19",112.907660064839,"C",0.595264492976597,2.40871389488811,2,71,6,2,11,11,12.04,78.91,20.7,191.69,3112.44619064873,"Fire","Android",0,0,0,0.794531888095662,0.917176314396784,0.294301883963739,-0.0572549344703053,0.161802550616812
"70+",104.502955217971,"C",0.833527453858499,7.20209590143398,2,52,0,37,8,11,18.69,20.81,3.19,64.45,2925.23742056142,"Fire","Apple",1,0,0,0.601290016667917,0.532494124956429,1.85794180776604,-0.0366186112440451,0.518830171044938
"30-39",147.330414803802,"A",0.746770177001875,3.68843700789551,2,59,1,48,3,13,3.44,68.75,12.04,126.37,1669.76507512298,"Fire","Apple",0,0,0,0.914472508244216,0.90084268595092,-0.344533170958637,0.795644594546152,1.55563881852556
"70+",109.550644510428,"C",0.85822761092254,1.29106880961871,3,73,1,19,2,12,1.02,20.66,8.44,32.86,669.804449233957,"Fire","Apple",0,1,19.24,0.497863169526681,0.930927418638021,1.28062269682617,1.70872127789729,1.77598621008634
"13-19",95.6671521740098,"D",0.987387348099217,12.8656360279962,2,75,13,13,26,14,11.41,64.91,23.64,107.13,1808.10834897919,"Water","Microsoft",0,0,0,0.521882641129196,0.969913616543636,-1.03167605788123,-0.435984472991513,0.657163464587886
"70+",104.221209335374,"C",0.782966483881746,3.46164982234819,6,67,3,2,16,12,4.56,30.74,73.67,127.87,2131.84456764285,"Ghost","Android",5,0,0,0.0681945611722767,0.667913779616356,-0.131234001793021,-0.860551437530463,2.71562560152955
"70+",108.726560017811,"C",0.724551260152371,8.07505684490244,5,59,1,13,1,12,19.46,75.93,47.53,154.07,2884.44694046937,"Psychic","Apple",0,1,1.19,0.860829599667341,0.973129090853035,2.05206756168886,-0.183493823096871,1.77930071223773
"13-19",91.0204709223216,"D",0.963321650663827,8.9452611040365,1,77,13,1,19,8,15.03,32.91,17.24,106.98,2050.63541264598,"Grass","Android",2,0,0,0.853127581300214,0.653163903858513,0.907445749849226,0.81635752837666,1.14470341687064
"50-59",99.6940028617473,"D",0.925830882669631,4.92677073554655,5,85,0,51,8,12,9.49,183.11,63.46,281.54,1576.07991078581,"Ghost","Microsoft",0,1,9.12,0.97892899857834,0.287454157369211,1.14193599571893,0.266554107399546,4.09360691471076
"60-69",115.408496021731,"B",0.587949641474914,4.32664174507992,2,67,0,25,2,12,9.31,27.34,20.85,60.2,2490.5996516333,"Water","Microsoft",0,0,0,0.972520616138354,0.849960503866896,0.309705386353881,1.17530616156696,1.20767749406292
"50-59",69.8026944184395,"F",0.847737678826986,2.87384615675002,3,74,2,41,12,11,2.46,64.5,57.09,241.17,1105.50637714955,"Ghost","Android",0,1,4.48,0.410159692401066,0.0973161843139678,1.60277026431608,-0.215801173214655,2.8165741606328
"13-19",103.134075786806,"C",0.716324970329673,6.0802678421173,2,79,0,19,15,13,14.4,78.72,16.92,147.1,3028.73575175851,"Fire","Apple",0,1,1.15,0.352136929985136,0.492059071781114,1.67463114516101,0.578716345067331,1.34573977924473
"40-49",107.069287636886,"C",0.970841122575318,6.34461415436878,6,63,2,104,6,10,11.85,89.47,26.44,205.68,2079.92977889316,"Water","Apple",4,1,0.65,0.38938564946875,0.73181293765083,0.522306151685086,1.48830002565936,1.95702521038777
"13-19",103.023955210413,"C",0.719409548694362,21.7320653567884,5,72,2,25,5,13,21.97,51.17,17.51,129.86,2825.43021419251,"Grass","Android",0,0,0,0.199267020681873,0.0548592873383313,0.351782974119661,1.18031280749173,1.96410393832264
"30-39",84.5276815703014,"E",0.591264275681401,4.34686303327184,2,62,5,11,16,16,6.35,0,7.53,26.31,2098.50738482503,"Fire","Apple",0,1,5.34,0.0934558655135334,0.919331656303257,0.525663136634554,2.12807171002909,3.5436942166813
"40-49",99.2151041297649,"D",0.423699129368121,5.84162804622393,3,75,0,7,14,11,3.01,40.26,19.73,65.9,1240.86458230945,"Grass","Android",0,0,0,0.875365419313312,0.659250179771334,0.61747702146335,-0.841606851718164,1.94877018520894
"40-49",108.128319080945,"C",0.635275229061956,3.77442453494853,4,72,4,10,9,11,2.3,48.55,13.51,78.17,593.186422370666,"Fire","Apple",1,0,0,0.529360760934651,0.467902640812099,1.50848852243476,-0.973286618242289,3.02190602464873
"50-59",121.220289001074,"B",0.507580517463792,0.761608778410059,3,59,13,34,0,11,1.98,230.79,11.55,431.56,1393.52447999463,"Fire","Apple",0,1,3.81,0.118545385310426,0.654246964724734,1.9666060596837,0.0148254441327174,3.74514914230332
"30-39",113.85162350071,"C",0.475108566821407,11.61666247056,4,55,2,2,4,11,28.95,48.28,9,132.78,5051.56056081581,"Fire","Apple",0,0,0,0.876038858667016,0.767617708072066,-0.256585730602328,-0.149388638355447,2.16652837417771
"50-59",92.830688767173,"D",0.741902934267556,8.31606775871564,3,57,0,1,15,13,21.4,91.69,18.57,136.8,2752.61588960138,"Water","Apple",2,1,2.89,0.815650785341859,0.0849630478769541,1.62838876661746,1.20838707890625,3.12661928010633
"20-29",108.558291517394,"C",0.775890775653505,4.37205447809954,3,71,3,28,1,9,5.72,77.99,34.29,167.31,1249.19661174769,"Water","Apple",1,1,24.58,0.467038809321821,0.427930518053472,2.05791854506821,2.1945645335699,2.16442465148547
"30-39",95.8414239404125,"D",0.693661156619776,8.55145106039767,4,80,3,0,22,15,3.46,102.19,18.16,167.82,1909.96769854769,"Water","Apple",1,1,19.44,0.303653359180316,0.152439628029242,1.70294612421159,0.526494603948744,2.09833081693724
"70+",127.405894662046,"B",0.828652353269973,5.20903969443725,4,68,7,22,5,16,1.46,67.15,27.61,151.95,2463.64952373476,"Water","Apple",0,1,6.84,0.21365071227774,0.398421845864505,-1.00982975862199,0.364277801229028,1.69938075896699
"40-49",120.902045282663,"B",0.937208552032899,3.77395752175811,5,68,1,37,15,10,1.17,45.51,16.69,81.96,971.494949880845,"Grass","Android",1,0,0,0.0912444454152137,0.213663140079007,-0.343782656024644,-2.41406096757819,2.97319045373742
"13-19",108.226139250322,"C",0.54515443524285,9.73736302768264,4,68,0,6,11,11,6.61,96.4,11.06,175.04,1606.86994014589,"Grass","Apple",2,1,18.21,0.924097240436822,0.997697834158316,-0.273603536716334,1.39795985892179,3.15412338700795
"70+",78.8579193853462,"E",0.208127952777298,2.8143710891088,5,69,3,13,1,10,12.53,55.73,24.12,93.29,1788.83954287439,"Fire","Apple",0,0,0,0.110142841236666,0.723300811834633,-1.01291111161222,-0.489666305036423,1.44695566227864
"40-49",67.9840833596051,"F",0.709995236860673,9.36595445640031,5,67,12,19,7,12,1.18,33.53,10.73,48.97,1059.1138155915,"Fire","Other",4,0,0,0.558983875671402,0.935184462694451,0.903800734506401,-0.65628382281869,0.393763381455296
"40-49",96.3110044767532,"D",0.455954147652287,6.31463856892948,0,57,0,53,5,12,37.14,25.6,10.54,137.85,3895.90086282733,"Fire","Apple",2,0,0,0.0218392075039446,0.107337652472779,0.559321997808762,0.821894011879467,3.60509534698353
"40-49",91.6730551475848,"D",0.783635375744583,2.24551380907048,5,70,3,21,5,11,1.88,33.24,60.08,178.1,227.845532997311,"Ghost","Apple",1,1,7.02,0.465483914362267,0.404296306660399,1.70783929364943,0.499287342096082,2.83025198165744
"70+",109.960238154449,"C",0.51911717119597,5.28936055284408,5,83,0,54,9,8,6.55,54.83,10.35,136.44,1450.9131823635,"Fire","Apple",0,0,0,0.774186720373109,0.403584509156644,0.0743977172922598,-1.5201862567304,1.8951461623438
"50-59",101.256847491008,"C",0.73045525854407,6.46316757490331,2,64,4,6,22,11,27.77,57.27,32.77,196.24,4370.52292756231,"Water","Android",0,0,0,0.416571800597012,0.391664952039719,-0.626005360615921,0.467134737649649,3.73015672502656
"40-49",86.2437231725515,"D",0.456193261509479,3.28246290685265,1,61,0,5,2,10,14.45,56.57,69.92,162.72,2696.61941549597,"Ghost","Microsoft",0,1,0.45,0.32881682110019,0.430426905164495,0.998057165895991,-0.270931025907842,3.56458797030239
"30-39",96.2818078480462,"D",0.94625693615614,7.42431552318905,5,63,0,17,11,8,1.84,35.25,17.69,102.24,1355.63168672925,"Grass","Apple",2,1,2.81,0.92848779540509,0.154771921923384,1.63494107430702,1.46815038226484,0.463027989139029
"13-19",63.4835597835088,"F",0.973349663918063,3.84908167331026,6,81,5,57,3,11,15.31,73.47,15.14,175.89,1499.65710143686,"Grass","Apple",0,0,0,0.843728689942509,0.0232759721111506,-0.484125451919552,1.49487078264812,1.78527481062875
"20-29",90.605776345653,"D",0.946325154233609,7.00428774109041,3,62,1,10,0,12,7.23,45.67,25.64,123.49,1384.13748595789,"Grass","Apple",2,1,3.35,0.464617520337924,0.0417581878136843,0.796130332574127,1.7216474938121,2.7675560519895
"30-39",112.537864235242,"C",0.902903297273191,2.98174495179539,6,61,0,35,8,11,5.28,20.33,17.19,56.56,1381.46053827437,"Fire","Apple",2,1,12.56,0.801938596647233,0.121627215528861,0.425926925675428,0.901951100844552,3.31157224147155
"20-29",121.746429591012,"B",0.824680934264698,3.61942723574479,8,74,2,32,4,14,11.33,54,14.53,86.15,2631.30985884578,"Fire","Apple",0,1,4.19,0.796870950842276,0.39826701162383,2.30909432510906,-0.395659203337102,1.7523017696692
"20-29",115.828051942368,"B",0.41809164550797,7.71847722088985,4,77,0,37,11,9,25.09,76.53,18.58,130.04,3813.14907588174,"Fire","Android",1,0,0,0.453666924964637,0.326724057551473,-0.650301961937517,-1.03548746056238,2.04003253631369
"50-59",101.113055149694,"C",0.0986571407710822,9.10031839184779,5,71,2,31,12,7,17.76,47.62,11.51,121.9,1933.22045643512,"Grass","Android",0,1,0.06,0.62718566134572,0.0832851671148092,0.571482168824703,0.558696517465909,0.316217698448102
"70+",94.6507844432991,"D",0.925870056868193,9.53920950347901,6,62,7,10,3,10,3.67,50.44,15.05,106.72,1557.36155335731,"Fire","Microsoft",0,1,3.26,0.857520362827927,0.111520658945665,-0.282368961757755,2.37606360681202,3.71361669590089
"13-19",99.9113122123268,"D",0.358228230894587,2.81826028015101,6,75,1,22,3,12,25.67,34.96,49.02,126.93,3498.44948115826,"Psychic","Apple",2,0,0,0.745403609704226,0.476714797550812,0.807098981634475,0.0155189607103076,2.63049875960611
"30-39",106.329692062598,"C",0.725749759542068,2.63061793271436,5,71,0,57,3,11,3.13,28.64,22.14,91.21,1403.16553440273,"Grass","Apple",0,1,0.45,0.221428355900571,0.289267610991374,1.69459561656489,0.83531856336817,2.3034632654167
"30-39",98.6248516589557,"D",0.992438992558638,4.55191562538349,3,64,0,2,11,13,26.82,25.19,15.26,84.03,3741.82914915762,"Fire","Android",0,0,0,0.38188909785822,0.223893158137798,-0.640535037903167,0.0252456979914739,1.3832008892658
"50-59",101.981267707387,"C",0.8632122965825,6.79033138851661,2,79,4,2,5,13,13.8,165.18,11.11,253.84,2971.9489022155,"Fire","Apple",0,1,1.24,0.97070997627452,0.268793335650116,2.38619318422347,2.40782749213605,3.04084118068965
"20-29",101.09556825857,"C",0.251829898623892,1.62031214469741,7,68,3,16,8,13,17.18,60.19,17.41,96.2,2910.25926151435,"Fire","Android",1,0,0,0.666856782976538,0.821808488573879,-1.38584435759997,-1.11590200799535,2.13824301359948
"70+",128.438249320134,"B",0.708758016096911,0.86472534544049,5,74,6,6,16,8,11.85,31.76,47.31,96.03,3072.81609869346,"Psychic","Android",0,0,0,0.179032884305343,0.644332225201651,0.46778105686273,0.105451560793672,1.61222302782795
"60-69",80.0982802863169,"E",0.777655263513483,5.080998012334,7,63,2,34,6,12,12.58,65.83,25.63,109.79,1552.22170234935,"Grass","Android",1,0,0,0.0540968314744532,0.78460444859229,1.77414497277935,-0.595409824693532,0.247158439359153
"20-29",102.977892253322,"C",0.860399905333349,7.55417450375174,3,66,1,10,2,10,0.46,39.84,64.57,163.17,1218.58750771419,"Ghost","Apple",2,0,0,0.79343993565999,0.547273685922846,-0.345309751819374,0.139280471032318,-0.0467428629392002
"40-49",76.1353465405815,"E",0.859268660045039,2.78314767950707,2,58,0,88,2,11,22.35,47.22,19.61,107.7,3256.40081418856,"Water","Android",2,0,0,0.432482360163704,0.905146651202813,-0.374047407080439,0.182289305817471,0.00708974199336199
"13-19",86.4057707736655,"D",0.845626512855098,6.50528766923637,4,70,5,12,8,13,3.44,39.01,44.53,144.85,-87.3622079646937,"Psychic","Android",1,1,6.93,0.721434694714844,0.629627240356058,1.35979829117267,2.7693425596057,1.70737405743664
"13-19",121.629454441481,"B",0.748002510866123,5.12937788195442,8,58,4,27,7,15,2.85,117.34,11.29,211.82,868.659772518998,"Fire","Other",2,0,0,0.987644459819421,0.697955534094945,0.100721446416325,-0.885636985640495,2.90540297629827
"60-69",92.8758011119758,"D",0.612111678711454,4.75230316367123,1,69,1,12,13,14,19.36,48.18,20.81,110.94,2002.80362572027,"Grass","Apple",1,0,0,0.0787179567851126,0.417479160008952,1.15124402111602,-0.252638655277167,0.997101008868622
"13-19",111.887049208091,"C",0.938991046178668,6.72049962996631,3,90,0,33,2,11,3.59,58.78,29.27,124.23,1512.00798572815,"Grass","Apple",0,1,12.08,0.718039183178917,0.13496871618554,0.386251525673682,2.05374471670448,1.81618760375851
"60-69",82.8746272557961,"E",0.994447497326259,7.60747246237888,4,81,2,92,24,8,7.04,49.05,9.17,116.57,1467.64624576216,"Fire","Microsoft",1,0,0,0.262365062953904,0.297885953448713,1.86480259233888,0.0923055710151824,2.32990024394964
"13-19",100.720007362745,"C",0.907532646050224,1.40757305795783,0,77,13,5,17,13,38.26,17.23,17.37,129,4590.49021735904,"Grass","Android",0,0,0,0.798046151641756,0.255607159575447,2.0387471571861,0.70414604624696,2.19791804442392
"13-19",89.4285661834541,"D",0.427768198015727,17.0206295023752,3,71,1,48,9,16,5.86,87.79,0.76,166.5,2008.86527703981,"Fire","Android",0,1,1.7,0.652202167082578,0.173810811946169,-0.599787321369732,-1.1517437923308,1.92883484163468
"70+",79.213905160727,"E",0.852005987256411,5.64651029812406,2,90,1,14,21,16,5.83,81.25,22.66,113.75,1100.06681884335,"Water","Apple",2,1,8.03,0.472913336707279,0.108183963457122,0.768397721068504,1.43933799329799,2.3244355824893
"13-19",94.4490403048141,"D",0.711362669241729,14.8162011946103,1,76,2,27,8,15,34.67,44.83,64.69,230.43,4658.77082380319,"Ghost","Apple",1,0,0,0.20868538855575,0.728648086776957,1.21805590346331,1.36252618810683,2.29555781206548
"60-69",97.4095561177584,"D",0.742240931822203,2.39424794684729,4,64,0,25,5,13,7.12,118.29,15.19,251.6,1116.31207083715,"Grass","Apple",3,1,24.52,0.613276932621375,0.0333020044490695,1.36752524780163,1.59364910002126,1.69142575410943
"20-29",87.4031680780234,"D",0.527834861363321,8.44428475279629,2,69,8,10,10,7,0.49,51.93,16.05,86.33,1359.77053350369,"Grass","Microsoft",2,0,0,0.614506760146469,0.392545722424984,-0.574469639214478,0.705306245223161,-0.702952610552883
"50-59",104.1338725377,"C",0.974194959655801,1.72339604906037,2,73,1,87,14,8,0.35,45.43,12.24,72.13,287.521560372167,"Grass","Apple",0,0,0,0.174478580709547,0.0727370891254395,-1.62731756189257,1.46259215827948,1.23983518994185
"13-19",111.278930087683,"C",0.730157198892685,10.8291074821561,5,72,9,10,3,14,3.08,43.19,20.05,110.16,931.353688890729,"Grass","Apple",1,1,18.63,0.0614461863879114,0.841621446423233,0.184926211211512,0.915513181768252,-0.289023768093128
"60-69",106.851231347243,"C",0.339849797441212,5.94612916337016,5,67,6,93,3,9,13.14,79.09,5.05,101.97,2455.38437202295,"Grass","Microsoft",0,0,0,0.489981399383396,0.00677403737790883,0.443529494654177,-0.474292346140941,3.07516412883143
"30-39",134.010486126834,"A",0.571353014031222,0.75366582608611,5,75,3,22,2,9,1.22,76.85,16.05,153.23,523.222906563801,"Fire","Android",1,0,0,0.462355371098965,0.764793743612245,-0.40383914212002,-1.74797887253926,2.84144206958707
"20-29",82.3868360357143,"E",0.38702537426715,6.74133662098781,6,64,3,20,8,13,25.19,64.72,15.14,173.05,3233.78082821741,"Fire","Android",1,0,0,0.884431060636416,0.775303086033091,1.10954033881409,-0.432185325639822,0.733879456873043
"13-19",71.9035436751118,"E",0.391277356557223,5.77936388227585,4,66,1,25,7,12,2.43,176.69,23.07,302.12,1312.76692745873,"Fire","Android",1,0,0,0.505490934476256,0.981115532340482,0.610698842827777,1.52297990486535,3.16446173423924
"70+",91.3850002603816,"D",0.778576171089744,6.09244523075243,3,55,3,12,5,12,16,63.44,10.82,175.86,2635.28070204771,"Grass","Android",3,0,0,0.262464352417737,0.402100091334432,0.561647101397818,0.573890971632683,2.5386998092389
"13-19",123.336248295888,"B",0.765488763062183,5.61496153044891,3,66,2,25,2,11,0.72,81.93,15.5,161.11,1161.28302955416,"Water","Apple",0,0,0,0.988830049522221,0.0814908586908132,-0.0280373134020507,-2.92674001332469,1.63503557691345
"70+",102.617608863233,"C",0.275553863714466,4.0144583125284,5,54,1,56,1,13,14.13,57.42,17.09,172.96,2465.33471307168,"Fire","Apple",0,0,0,0.240662692114711,0.681047281716019,-1.28541630458699,-0.336885253652673,1.84860287385323
"13-19",91.0531876085459,"D",0.211294829321418,7.5656788284432,8,70,3,2,5,9,5.23,40.35,8.66,75.31,1919.03615715617,"Fire","Apple",1,0,0,0.379809634992853,0.96272851829417,-1.18422150305075,-1.62790284060993,2.23086224056914
"50-59",105.92548161053,"C",0.630001252520127,10.2815029509899,5,72,1,11,6,9,9.48,7.53,16.7,55.06,2739.86607450099,"Fire","Apple",0,0,0,0.606645446969196,0.392314227065071,0.895381737613661,1.16514320419465,0.318453852489666
"50-59",97.0448381884901,"D",0.765115107329364,4.88753951998446,2,71,2,24,12,12,5.57,67.72,15.75,168.26,2022.57387378429,"Grass","Apple",1,1,1.44,0.496525801252574,0.0527220519725233,-0.600462607243036,2.27449421470312,1.12588951104328
"13-19",101.643162585755,"C",0.726876803801153,2.89918954870573,3,68,0,0,2,14,28.64,48.27,44.34,152.38,4181.51346133141,"Psychic","Microsoft",0,1,15.56,0.280207792529836,0.00811940897256136,0.0988883543050563,-1.10728387065074,2.1591734918782
"30-39",114.653075195806,"C",0.111474119353137,3.32386057296864,5,72,7,0,5,12,3.25,58.75,21.35,145.46,1172.35404288135,"Grass","Microsoft",0,1,4.47,0.43873292976059,0.561359626241028,0.629168760250459,3.16840056480583,0.517079390262493
"70+",122.938847174321,"B",0.760516393315393,8.7097548495019,6,71,4,17,12,12,5.3,37.01,47.45,151.45,1088.80396065212,"Psychic","Android",0,1,1.22,0.775865828618407,0.157026560045779,0.645748433470374,1.0873837609103,2.80807944056374
"50-59",131.719309829378,"A",0.18609112421592,4.61847713973828,1,66,0,41,13,13,15.64,103.22,15.6,191.03,3708.81260928426,"Fire","Microsoft",0,0,0,0.758470880798995,0.789546577259898,1.46256970392262,1.98922835933269,2.70071415334471
"50-59",105.693536106645,"C",0.758350622783308,12.8671655566095,3,65,6,21,18,13,8.63,53.19,27.28,172.88,2078.74364441126,"Water","Apple",0,1,5.57,0.933270514011383,0.196306198136881,0.694006853683342,2.1145929310873,3.05397857822164
"30-39",113.49120436372,"C",0.915735044144224,6.39551369445219,6,78,20,12,22,7,32.52,19.96,12.14,98.6,5184.33516290575,"Fire","Microsoft",0,1,0.85,0.143347779288888,0.460567593341693,1.73269685881767,3.09099809072625,3.63498729226938
"60-69",107.737020859025,"C",0.932746439430633,3.93724496335326,7,71,3,2,9,11,15.82,83.73,18.83,190.12,2769.77032768833,"Water","Apple",0,0,0,0.153864369494841,0.292854042258114,-0.00153236465334118,-1.54488100078726,1.36838760695553
"60-69",93.8805923414072,"D",0.583039972275803,2.30075435196666,4,58,0,45,11,10,2.15,25.27,64.31,125.85,2061.85451316537,"Ghost","Apple",0,1,3.77,0.305297194980085,0.67427080264315,2.11590050759961,2.07951154680424,2.55954875172732
"13-19",113.352585066974,"C",0.702571609438682,2.65077329492603,1,57,0,4,10,11,8.65,8.48,69.18,157.12,2101.08302815186,"Ghost","Android",0,0,0,0.667137367650867,0.406983164604753,0.0155276356235447,-0.185855683639399,4.69626793652956
"40-49",123.724264034751,"B",0.918075141331488,5.47484031647293,4,73,7,58,10,11,19.79,85.53,9.58,139.24,2910.00116464108,"Grass","Apple",1,1,12.4,0.841312943026423,0.182453466812149,0.731696480897646,0.600338865349076,1.77234438825662
"30-39",106.481533476991,"C",0.821784456303698,3.52126020719498,1,68,8,24,14,12,26.53,47.67,26.68,162.86,4815.16033145523,"Grass","Android",0,0,0,0.623621619306505,0.165159094147384,0.625352002700519,-0.191903547611693,2.80626999762727
"40-49",97.6716278269023,"D",0.916573342633951,1.55215359454578,5,66,14,1,4,12,1.17,35.02,41.22,148.24,913.812058771682,"Psychic","Apple",0,0,0,0.768672602949664,0.43054727697745,-1.04889964629843,-1.50767579733717,2.34081371932148
"70+",119.664094094479,"B",0.763733349392852,5.45992064922857,5,68,0,19,1,12,4.52,33.08,30.06,98.39,1462.18032207449,"Grass","Android",2,0,0,0.613950069062412,0.462326999288052,-1.46422976058309,1.21815719779165,0.561510088577345
"30-39",106.872780827198,"C",0.940813136336446,9.01573698082678,7,75,2,179,11,10,0.58,72.08,26.26,185.73,1184.30106069944,"Fire","Apple",1,1,2.09,0.538133628899232,0.937262871302664,1.24669073647729,2.33570601939427,2.507177904966
"40-49",99.580916076503,"D",0.330977520540695,4.63488398265805,6,76,2,23,10,13,25.19,58.51,25.42,120.68,4295.24401166248,"Water","Microsoft",0,1,1.12,0.238187323790044,0.905866095563397,1.18695914438203,1.40182752378018,2.16536189923001
"30-39",80.202129010913,"E",0.95285704427902,10.6742074093469,2,72,4,51,3,14,4.69,99.68,21.69,169.48,-34.3246620325542,"Fire","Apple",0,1,9.48,0.278577410848811,0.761431303573772,0.876303491712023,1.48217498415716,1.60818049006992
"50-59",99.3882847797749,"D",0.968689782606763,6.08576035438838,3,78,0,32,1,14,5.02,38.51,20.57,94.76,1238.31224944409,"Fire","Microsoft",2,0,0,0.0596611259970814,0.467600769130513,-0.985857094434089,1.33510643525304,1.77218465181053
"20-29",79.5311157317472,"E",0.146460046666251,1.87812308410128,5,68,0,3,8,11,2.96,96.27,23.06,173.84,851.285797222199,"Grass","Apple",0,1,2.96,0.577205843990669,0.498643758939579,1.69791428564829,0.930292577355464,3.16354426681264
"70+",104.677877730629,"C",0.797881367134388,7.08709850596907,2,66,9,22,8,14,0.59,44.95,15.5,66.23,1252.37822619526,"Fire","Microsoft",2,0,0,0.984327127691358,0.285363489994779,-0.444033919401024,0.909782778650342,1.66555296441514
"30-39",97.3307837361571,"D",0.461371070939183,3.14165804462875,10,76,2,73,16,13,14.8,49.11,21.35,88.91,1947.93469194068,"Grass","Apple",2,1,15.97,0.15121635585092,0.352434275206178,0.30391045636104,1.98698475360865,1.27719053409483
"20-29",96.1062117940162,"D",0.84837552014238,6.73765226434868,3,69,3,30,5,9,8.18,97.09,18.3,189.53,1653.81172379122,"Grass","Apple",3,0,0,0.516024576034397,0.491725622443482,1.61810786292157,0.18107642530493,1.31439265292302
"70+",92.2258060778831,"D",0.996841755037732,6.4973692873438,4,69,4,2,14,11,15.11,42.72,23.83,148.47,2981.30291426956,"Grass","Apple",0,1,3.95,0.694025456672534,0.502579901833087,0.113531311480902,1.62149962418601,1.98085549264921
